header,content,image,link
คนชอบกินปลาหมึกย่างให้ระวัง อาจเจอปลาหมึกมีพิษ,สถาบันวิจัย ทช. รับแจ้งจากคุณจันทรา​ พุ่มแจ่ม​ แจ้งพบหมึกบลูริง เสียบไม้ปิ้งขายในตลาดนัดตอนเย็น พื้นที่ จ.ปทุมธานี แม้ว่าหมึกย่างจะอร่อยมากก็จริง ยิ่งเจอน้ำจิ้มรสเด็ดยิ่งแจ่ม แต่ให้สังเกตเพิ่มกันหน่อย ทั้งพ่อค้าแม่ค้าคัดแยกให้ดีก่อนเอามาปรุงอาหารขาย ลูกค้าก็เช่นกันก่อนบริโภคสังเกตลายสักนิด ถ้าพบหมึกมีลายเป็นวงๆ สีน้ำเงินทั่วตัวจนไปถึงเส้นหมวด ให้หลีกเลี่ยงด่วน,,https://cofact.org/article/3h1it0noo79zr
อัลกุรอานถูกดัดเปลี่ยน แก้ไขไปจากฉบับเดิม จริงหรือไม่,อัลกุรอานถูกดัดเปลี่ยน แก้ไขไปจากฉบับเดิม โดยใส่แนวคิดอุดมการณ์ทางการเมืองของุคคลเข้าไป,,https://cofact.org/article/3897laa3y7e5g
จริงหรือ สูตรน้ำพลาสม่าขจัดเชื้อโควิด-19 ได้ผลชัวร์,มีการแชร์ข้อมูลโดยอ้างชื่อนักวิทยาศาตร์นิวเคลียร์ฟิสิกส์ระดับโลก ว่าแนะนำถึงวิธีการทำน้ำพลาสมา ใช้ดื่ม และอาบ สามารถขจัดเชื้อไวรัสโควิด-19 ได้ผล 100%,,https://cofact.org/article/3v4ok4zj01csq
จริงหรือ จะมีพายุเข้าไทยอีกลูกตอนสิ้นปี,กรมอุตุฯ ประกาศเตือนช่วงวันที่ 30-31 ธ.ค. 63 จะมีมรสุมโมเสสเข้าแบบเฉียบพลัน,,https://cofact.org/article/jfh2bwz94rwq
รัฐบาลแจกเงิน 3000 บาท ให้ผู้เดือดร้อน ชาวสวนยางที่โดนน้ำท่วมภาคใต้ จริงหรือ,รัฐแจกเงิน 3 พันบาท ช่วยชาวสวนยางภาคใต้ ที่โดนน้ำท่วม,,https://cofact.org/article/194lho4nrf8jf
"หน้าฝนนี้ ให้ระวังโรคทางผิวหนัง ""โรคผื่นกุหลาบ"" โรคผิวหนังที่มีความสัมพันธ์กับการติดเชื้อไวรัส หากหญิงตั้งครรภ์แรกเริ่มติด อาจเสี่ยงแท้งได้ จริงหรือ", ด่วนที่สุดครับ แพทย์ขอความร่วมมือให้ประชาชนคนไทยทุกท่าน ช่วยล็อกดาวน์ตัวเองและครอบครัวอย่างต่ำ 14 วันงดกิจกรรมกลุ่มต่างๆ เนื่องจากตัวเลขแพร่กระจายสูงขึ้นอย่างรวดเร็ว และอาจทำให้บุคลากรทางแพทย์ติดเชื้อและไม่สามารถที่จะดูแลประชาชนได้อย่างทั่วถึงครับ สำคัญมากๆครับรบกวนช่วยส่งต่อด้วยครับ หวังว่าพวกเราคนไทยทุกคน จะก้าวข้ามผ่านพ้น covid-19 ไปได้พร้อมๆกันนะครับ,,https://cofact.org/article/3imkv8drdzogm
จริงหรือ พบผู้ติดเชื้อจากท่าขี้เหล็ก เมียนมา 38รายแล้ว,กระทรวงสาธารณสุขเผยตัวเลขผู้ติดเชื้อดควิดจากท่าขี้เหล็กล่าสุด เพิ่มเป็น 38 รายแล้ว,,https://cofact.org/article/3ocn03j7oanfz
จริงหรือ สธ. สั่งเปิดศูนย์ EOC ทุกจังหวัด เพื่อรับมือสถานการณ์โควิด-19,"เนื่องจากโรคโควิด-19 มีแนวโน้มการระบาดเพิ่มขึ้นอย่างต่อเนื่อง ทำให้ไทยเราต้องเตรียมความพร้อมรับมือ สธ.จึงได้สั่งการให้ทุกจังหวัดเปิดศูนย์ปฏิบัติการฉุกเฉินด้านการแพทย์และสาธารณสุข กรณีโรคโควิด-19 (EOC) พร้อมสั่งการให้ติดตามและประเมินสถานการณ์ภายในจังหวัด, เตรียมความพร้อมโรงพยาบาล, ส่ง อสม.เคาะประตูบ้าน, เปิดสายด่วน และแนะนำมาตรการต่างๆให้กับประชาชน",,https://cofact.org/article/1vmtcrrlsvvlu
เปิดทุกขบวน รถไฟสุไหงโกลก  จริงหรือไม่ ?,รถไฟขบวนท้องถิ่นจากสุไหงโก-ลกเปิดทุกขบวนแล้ว,,https://cofact.org/article/31xgrv5yuqw0d
รัฐแจกเงินช่วยเหลือคนพิการ 1000 บาท จริงหรือ,"ในวันที่ 9 ธันวาคม 2563 นี้ รัฐจะมีการแจกเงิน ให้คนพิการคนละ 1,000 บาท",,https://cofact.org/article/2g48ljgn3qi4s
ซีอิ๊วขาวมีโซเดียมน้อยกว่าน้ำปลาจริงหรือ,การรับประทานซีอิ๊วขาวดีกว่าน้ำปลา เพราะมีโซเดียมน้อยกว่า,,https://cofact.org/article/2ixi7lc81u49y
จริงหรือ โควิดจะกลับมาระบาดรุนแรงช่วงคริสต์มาส-ปีใหม่,นายแพทย์ใหญ่ประจำทำเนียบขาวเตือนไวรัสโควิด-19 จะกลับมาระบาดรุนแรงอีกในช่วงเทศกาลคริสต์มาสและปีใหม่,,https://cofact.org/article/oxe9aiwmwfwg
โควิด-19ที่แม่สอด,จริงหรือไม่ คนไข้โรงพยาบาลแม่สอดเสียชีวิตแต่หมอปิดข่าว,,https://cofact.org/article/2uj0v5215z06s
ผู้ประกอบการเชียงรายเตรียมฟ้องผู้แพร่เชื้อ COVID-19 จริงหรือไม่,ผู้ประกอบการ ใน จ.เชียงรายบางส่วนมีแนวคิดที่จะฟ้องเรียกค่าเสียหาย หลังผู้ติดเชื้อลักลอบข้ามแดนสร้างความเสียหายกับธุรกิจท่องเที่ยว ที่ส่วนใหญ่ถูกยกเลิกการจองที่พักและบริการเสียหายรวมกว่า 20 ล้านบาท,,https://cofact.org/article/2s1g921o7b4dz
คลิปโควิด-19 ในกัมพูชามีการระบาดหนักเป็นหมื่นคน รุนแรงกว่าในประเทศเมียนมา จริงหรือ,มีการแชร์คลิปกันเมื่อวันที่ 7 ธ.ค. ว่า เป็นคลิปเสียงส่งต่อๆ กันกล่าวอ้างมีการแพร่ระบาดของโควิด-19 ในประเทศกัมพูชาเป็นหมื่นคนรุนแรงกว่าด้านประเทศเมียนมา ให้เมืองไทยเฝ้าระวังจริงหรือ,,https://cofact.org/article/t3eu6lajlcg1
ยาลดกรด กับยาธาตุน้ำขาว คือยาตัวเดียวกัน จริงหรือ,ยาลดกรด กับยาธาตุน้ำขาว คือยาตัวเดียวกัน มีสรรพคุณลดกรดในกระเพาะอาหารที่เหมือน ๆ กันเพราะลักษณะเป็นน้ำสีขาวเหมือนกัน คนใช้ยาสองอย่างนี้ลดกรดในกระเพาะได้เหมือนกัน จริงหรือ,,https://cofact.org/article/3h9vyoi5f4tvg
ธนาคารออมสินช่วยผู้ประสบภัยน้ำท่วมภาคใต้ ให้กู้ฉุกเฉินไม่คิดดอกเบี้ย 1 ปี และพักชำระหนี้ 3 เดือน จริงหรือ?,จากเหตุฝนตกหนักอย่างต่อเนื่อง ทำให้เกิดน้ำท่วมหลายจังหวัดในพื้นที่ภาคใต้ของไทย ซึ่งได้ส่งผลกระทบต่อชีวิตความเป็นอยู่ และสร้างความเสียหายต่อลูกค้าและประชาชนป็นวงกว้าง ธนาคารออมสินออกมามาตราการช่วยผู้ประสบภัยน้ำท่วมภาคใต้ ให้กู้ฉุกเฉินไม่คิดดอกเบี้ย 1 ปี และพักชำระหนี้ 3 เดือน  จริงหรือ,,https://cofact.org/article/ujyeaflxphv0
ป้องกันโควิดระบาดเฟส 2 แพทย์ให้คนไทย ช่วยล็อกดาวน์ตัวเองและครอบครัว 14 วัน จริงหรือ,มีการส่งต่อข้อความว่า แพทย์ขอให้คนไทย ช่วยล็อกดาวน์ตัวเอง และครอบครัวอย่างน้อยคนละ 14 วัน และงดกิจกรรมต่างๆนั้น  เพราะโควิดจะระบาดใหม่อีกรอบแล้ว จริงหรือ,,https://cofact.org/article/1twz8qu0lr02p
ท่าบริหาร SuperBrain Yoga ช่วยกระตุ้นการทำงานของสมองซีกซ้ายและซีกขวาได้จริงหรือ,มีการแชร์วิธีการกระตุ้นการทำงานของสมองซีกซ้ายและซีกขวา ด้วยการทำท่า SuperBrain Yoga คือใช้มือขวาจับติ่งหูซ้ายใช้มือซ้ายจับติ่งหูขวา ย่อตัวหายใจช้าๆ ยืดตัวขึ้นหายใจออกช้าๆทำ 3 นาทีต่อวัน ช่วยได้ จริงหรือ,,https://cofact.org/article/1nloulxj3xuei
แพทย์ศิริราชเตือนโควิดจากพม่าเป็นสายพันธุ์ G แพร่กระจายไวขึ้น 20% จริงหรือ,เชื้อจากพม่าเป็นเชื้อตัวเดียวกับที่ทางประเทศตะวันตกและอเมริกา สายพันธุ์ G614 ซึ่งแพร่เร็วกว่าสายพันธุ์จากเดิมคือที่อู่ฮั่นประเทศจีน  คือสายพันธุ์ D164 จริงหรือ,,https://cofact.org/article/3ub8dyrnpvc26
งดจัด 'ฟุตบอลประเพณี' ธรรมศาสตร์-จุฬาฯ เพราะ 'โควิด' ระบาด จริงหรือ,"เฟซบุ๊ค ""มหาวิทยาลัยธรรมศาสตร์"" โพสต์ข้อความ งดการจัดงานฟุตบอลประเพณีธรรมศาสตร์-จุฬาฯ ครั้งที่ 75 เนื่องจากสถานการณ์การระบาดของไวรัสโคโรนา 2019 จริงหรือ",,https://cofact.org/article/2p345ytlqtdob
"""น้ำชา ชีรณัฐ"" ได้ออกมาโพสต์เตือนภัย มีหญิงสาวต่างชาติถูกลักพาตัวกลางวันแสกๆ จริงหรือ","นักร้องนักแสดงสาว ""น้ำชา ชีรณัฐ"" ได้ออกมาโพสต์เตือนภัยว่า มีหญิงสาวต่างชาติถูกลักพาตัวกลางวันแสกๆ",,https://cofact.org/article/r0phq300kpq4
กทม. สั่งคุมเข้มสนามมวย ผับ บาร์ คาราโอเกะทุกแห่งในพื้นที่ ป้องกันโควิดระบาด จริงหรือ,เนื่องจากมีการลักลอบเข้าเมืองผิดกฎหมายจากประเทศเพื่อนบ้าน ทำให้โรคโควิดเริ่มกลับมาระบาดในประเทศไทย ทางกทม. สั่งสำนักงานเขต ทั้ง 50 เขต ทั้งคณะทำงานด้านการประสานงานการดูแลความสงบเรียบร้อย และหน่วยงานที่เกี่ยวข้อง เร่งลงพื้นที่ตรวจสถานประกอบการ 4 ประเภท ประกอบด้วย สนามมวย ผับ บาร์ และคาราโอเกะ ในพื้นที่ให้ครบทุกแห่ง ระหว่างวันที่ 9-15 ธ.ค. 63 เพื่อเฝ้าระวังการแพร่เชื้อโควิด-19 พร้อมทั้งทำความเข้าใจและขอความร่วมมือเจ้าของสถานประกอบการดำเนินการในเรื่องต่างๆ เพื่อป้องกันโควิด-19 โดยเฉพาะการให้ผู้มาใช้บริการสถานประกอบการใช้แพลตฟอร์ม “ไทยชนะ”ด้วย จริงหรือ,,https://cofact.org/article/1eaocxf83zvs5
มีข้อความคลิปเสียงแชร์เติอนเรื่องโควิด,คลิปเสียงบอกว่าเป็นแพทย์ออกเตือนเรื่องโควิด,,https://cofact.org/article/t59sr4jmqmwu
ปิดเมืองเชียงราย เชียงใหม่ พะเยา ก่อนปีใหม่ จริงหรือ,แชร์กันในโลกออนไลน์ ว่าพื้นที่จังหวัดเชียงราย เชียงใหม่ และพะเยา ก่อนปีใหม่จะมีการปิดเมือง เพราะทางชายแดนมีคนหนีตายเข้ามาจำนวนมากนั้น จริงหรือ,,https://cofact.org/article/2nh0rbv29cjqy
จริงหรือตั้งแต่ 1 ม.ค 64 สามารถใช้บัตรทองรักษามะเร็งได้ทุก รพ,ยกระดับบัตรทอง ดีเดย์ 1 ม.ค. 64 โรคมะเร็งรักษาได้ทุกที่,,https://cofact.org/article/2ttjc6b2fwxp4
จริงหรือ  มีการใช้ยาเสพติดรูปแบบใหม่ ใช้น้ำกระท่อมเป็นส่วนผสม อันตรายถึงชีวิต,สถานการณ์การใช้ยาเสพติดร่วมกันรูปแบบใหม่ที่ไม่เคยพบมาก่อนในประเทศ ตรวจพบการใช้น้ำต้มพืชกระท่อมร่วมกับคีตามีน รับประทานติดต่อกันเป็นเวลานาน อาจทำให้เกิดอาการทางจิตและเสพติด เกิดอาการชัก อาเจียน สมองและกล้ามเนื้อขาดออกซิเจน และเสียชีวิตได้,,https://cofact.org/article/1gtn38rr0yxz9
กาชาดชวนบริจาคเลือดสำรองช่วงวันหยุดยาวจริงหรือ,เนื่องจากช่วงหยุดยาวเกิดอุบัติเหตุบ่อยกาชาดชวนบริจาคเลือดสำรองไว้ จริงหรือ,,https://cofact.org/article/3o4vyjlws1qwj
อย.เตือน เอายาทาเล็บมาทาเคลือบฟันให้ขาว อันตรายจริงหรือ,มีการแชร์กันในโลกออนไลน์ว่า อยากฟันขาวเอายาทาเล็บมาทาเคลือบฟันให้ขาว อันตรายจริงหรือ,,https://cofact.org/article/3upizahiyg489
เที่ยวเชียงใหม่กลับไปต้องกักตัว 14 วัน จริงหรือ,มีข่าวแพร่กันว่าถ้ามาเที่ยวเชียงใหม่ถ้าใครมาเชียงใหม่กลับไปต้องกักตัว 14 วัน จริงหรือ,,https://cofact.org/article/3u7h8uudv8gke
โครงการเราไม่ทิ้งกัน จะมีลงทะเบียนรอบสอง จริงหรือ,มีข่าวแชร์กันเรื่องโครงการเราไม่ทิ้งกันจากกระทรวงการคลังมาให้ลงทะเบียนใหม่เพื่อมอบเป็นของขวัญปีใหม่ปี 64 นี้ ให้ประชาชนรอบสอง จริงหรือ,,https://cofact.org/article/1s7xytavz6ins
ปตท.ไม่ขึ้นราคาน้ำมัน 9 วัน ช่วงเทศกาลปีใหม่ จริงหรือ,ถึงแม้ราคาน้ำมันโลกราคาจะปรับตัวสูงขึ้น แต่ ปตท.จะตรึงราคาไม่ขึ้นราคาตามกระแสตลาดโลกช่วงวันหยุดปีใหม่ตั้งแต่วันที่ 26 ธันวาคม 63 ถึง 3 มกราคม 64 เพื่อกระตุ้นเศรษฐกิจ จริงหรือ,,https://cofact.org/article/q8oz6oyp5wc2
ระวัง ใส่หน้ากากอนามัยซ้ำ  อันตราย  อาจถึงเสียชีวิตได้,ตรวจสอบให้หน่อยนะคะว่าจริงแค่ไหน,,https://cofact.org/article/2r8ohs0v44e3e
มีการส่ง link ทาง sms ปลอมให้อัพเดตแอปพลิเคชั่นธนาคารไทยพาณิชย์,มีผู้ได้รับ link ทาง sms ปลอมให้อัพเดตแอปพลิเคชั่นธนาคารไทยพาณิชย์ แล้วถูกแฮกเงินในบัญชีธนาคาร,,https://cofact.org/article/8tptfcqaf42t
กระทรวงวัฒนธรรมสั่งห้ามเอาท่ารำไทยใส่ในเกม จริงหรือ,กระทรวงวัฒนธรรมสั่งห้ามเอาท่ารำไทยใส่ในเกมผี Home Sweet Home เกรงว่าคนจะกลัวการรำไทย,,https://cofact.org/article/3p1jo1oyr7leb
ไม่ไปเลือกตั้งอบจ. ต้องแจ้งเหตุจำเป็น ภายใน 27 ธ.ค.นี้ เพื่อป้องกันการเสียสิทธิ 6 ประการ จริงหรือ,สำหรับผู้มีสิทธิเลือกตั้งผู้ใดไม่ไปใช้สิทธิเลือกตั้ง และไม่ได้แจ้งเหตุ หรือแจ้งแล้วแต่เหตุนั้นไม่เป็นเหตุอันสมควร จะถูกจำกัดสิทธิตามมาตรา 42 พ.ร.บ.เลือกตั้งสมาชิกสภาท้องถิ่นหรือผู้บริหารท้องถิ่น 6 ประการ คือ สมัครรับเลือกตั้งเป็นสมาชิกสภาผู้แทนราษฎร สมาชิกสภาท้องถิ่น หรือผู้บริหารท้องถิ่น หรือสมัครรับเลือกเป็นสมาชิกวุฒิสภา สมัครเป็นกำนันและผู้ใหญ่บ้าน เข้าชื่อถอดถอน ดำรงตำแหน่งข้าราชการการเมือง ดำรงตำแหน่งรองผู้บริหารท้องถิ่น เลขานุการผู้บริหารท้องถิ่น ผู้ช่วยเลขานุการผู้บริหารท้องถิ่น ประธานที่ปรึกษาผู้บริหารท้องถิ่น ที่ปรึกษาผู้บริหารท้องถิ่น หรือคณะที่ปรึกษาผู้บริหารท้องถิ่น และดำรงตำแหน่งเลขานุการประธานสภาท้องถิ่น ผู้ช่วยเลขานุการประธานสภาท้องถิ่น และเลขานุการรองประธานสภาท้องถิ่น ซึ่งการถูกจำกัดสิทธิ กำหนดเวลาครั้งละ 2 ปี นับแต่วันเลือกตั้งครั้งที่ไม่ไปใช้สิทธิเลือกตั้ง,,https://cofact.org/article/1om6vti3q4sc
มีชายเดินทางจากแม่สอด เข้ามุกดาหาร และนั่งรถตู้ไปนครพนม ติดโควิด จริงหรือ,โลกออนไลน์ แพร่ข่าวว่ามีชายเดินทางจากแม่สอด เข้ามุกดาหาร และนั่งรถตู้ไปนครพนม ซึ่งมีข่าวลือว่า ตรวจพบเชื้อโควิด จริงหรือ,,https://cofact.org/article/14k8r250c8hu9
ชายชาวจังหวัดสุพรรณบุรี เสียชีวิตจากการติดเชื้อโควิดเมื่อวันที่ 8 พย. 63 จริงหรือ,มีการแชร์เนื้อหากำหนดการงานสวดอภิธรรมศพ โดยระบุว่าเป็นผู้ชาย ชาวจังหวัดสุพรรณบุรี เสียชีวิตจากการติดเชื้อโควิด-19 เมื่อวันที่ 8 พย. 63 จริงหรือ,,https://cofact.org/article/13r0exugct4bc
มีคลิปเสียงส่งต่อกันว่า จ.เชียงรายมีผู้ติดเชื้อ โควิดแล้ว 500-600 ราย จริงหรือ,การส่งต่อคลิปเสียงระบุสถานการณ์เรื่องการแพร่ระบาดของโควิด-19 โดยให้ข้อมูลว่าล่าสุด ขณะนี้จังหวัดเชียงรายมีผู้ติดเชื้อ โควิด-19 แล้วกว่า 500-600 รายไปแล้วจริงหรือ,,https://cofact.org/article/1ipa5tuusn4lg
จริงหรือ มีมติเห็นชอบใช้น้ำมันกัญชารัษาผู้ป่วยมะเร็งที่ใช้บัตรทองได้,ประโยชน์ของผู้ถือบัตรทอง เห็นชอบหลักการใช้กัญชาในผู้ป่วย 4 กลุ่มโรค มะเร็ง พาร์กินสัน ไมเกรน และโรคลมชัก,,https://cofact.org/article/g1oabgh5ed8u
จริงหรือ มีการแจกยาปลุกเซกส์ในการหาเสียง,ในช่วงเลือกตั้งท้องถิ่น ได้รับการร้องเรียนจากชาวบ้านว่ามีการแจกยาปลุกเซ็กซ์ โดยมักจะนำไปแจกให้ชาวบ้านกลางทุ่งนา และในงานศพ,,https://cofact.org/article/7i4ozobtt3wl
การดื่มน้ำอุ่นทำให้อายุยืนยาว?,การดื่มน้ำอุ่นทำให้อายุยืนยาวจริงหรือไม่ อย่างไร,,https://cofact.org/article/h10ypvjyq24u
ปีการศึกษา 64 ม.บูรพา มีลดค่าเทอมหรือไม่,อยากทราบว่า ปี64 ม.บูรพา จะมีการลดค่าเทอมอีกหรือไม่ อย่างไร จากสถานการณ์โควิด19,,https://cofact.org/article/2q385d69g09z3
ถ้ารวยแล้วจะได้เมียสวยจริงไหม,มีคนแก่เล่าว่า ถ้ารวยแล้วจะได้เมียสวยจริงไหม,,https://cofact.org/article/3iacm5czxvs6o
อาหารทะเล,รับประทานหอยนางรมจะช่วยเพิ่มสมรรถภาพทางเพศจริงหรือไม่,,https://cofact.org/article/3rc6g3azqcswz
มีสิวที่ปาก แฟนมีกิ๊กจริงมั๊ย ?,สิ่งนี้มีความสำคัญสำหรับชีวิตสมรส เนื่องจากสิวที่จุดนี้กำลังบอกโลกทั้งโลกว่า...คุณมีชีวิตเซ็กซ์ที่ใช้การไม่ได้ ซึ่งอาจชักนำไปสู่วิกฤตในชีวิตรัก ถ้าคุณต้องการปกป้องรักษาเอาไว้ ก็ควรรู้จักการปลดปล่อยตนเองและรื่นรมย์กับเรื่องบนเตียงมากขึ้น หาความรู้เพิ่มเติมในเรื่องวิธีการที่จะทำให้คนรักมีความสุขกับการเสพสมมากกว่าเดิม ซึ่งเดี๋ยวนี้ในอินเตอร์เนตก็มีเรื่องอย่างว่าให้ค้นคว้าออกจะดาดดื่น แต่ถ้ายังไม่แต่งงาน...เรื่องอย่างว่านี้ก็คงถือว่าไม่ใช่เรื่องซีเรียสอะไร,,https://cofact.org/article/2n5i7m7ry2uzx
เบียร์,เบียร์นอกจากดื่มแล้วใช้ทำอะไรได้บ้าง,,https://cofact.org/article/23lcqkrl4btiu
โรคซึมเศร้า,สาเหตุที่คนเป็นโรคซึมเศร้าโดนบูลลี่มากขึ้น,,https://cofact.org/article/7tbtbk4arfxe
กัญชา,อีกนานไหมกัญชาจะถูกกฏหมาย,,https://cofact.org/article/1m67enbonwyxc
ชา,ดื่มชาตอนท้องว่างอันตรายหรือไม่?,,https://cofact.org/article/34hlryuw13kmz
หนุ่มใหญ่ชาวมาเลย์นั่งเรือลอบข้ามแดนมายังฝั่งไทย จริงหรือไม่ ?,หนุ่มใหญ่ชาวมาเลย์นั่งเรือลอบข้ามแดนมายังฝั่งไทย เพื่อส่งเงินให้ลูกเมีย,,https://cofact.org/article/3quu7mjvoltkw
จริงหรือ ททท จัดทริปเที่ยวเฉพาะคนโสด,คนโสดมีเฮ ทริปเส้นทางคนโสดจัดโดย ททท เริ่ม 20 ธ.ค นี้,,https://cofact.org/article/i8f7wbog61r7
จริงหรือ ซื้อสลากออมสินผ่านหวยออนไลน์ได้แล้ว,เห็นโฆษณาว่าสามารถซื้อสลากออมสินผ่านช่องทางหวยออนไลน์ได้,,https://cofact.org/article/1fylfd5v5itsk
ยืนตากแดด 20นาที ช่วยฆ่าเชื้อโควิดได้ จริงหรือ,เพราะเชื้อโควิดเติบโตได้ดีในอากาศเย็น ถ้าเรายืนตาดแดดอย่างน้อย20นาที จะสามารถฆ่าเชื้อโควิดได้,,https://cofact.org/article/2vk0pcgeie4tv
ธนบัตรที่ระลึก100บาทรุ่นใหม่ มีความคล้ายธนบัตนใบละ1000 โปรดใช้อย่างระวัง,ธนบัตรที่ระลึกฯ ชนิดราคา 100 บาท เริ่มออกใช้ตั้งแต่วันที่ 12 ธ.ค.,,https://cofact.org/article/1xjhxy5q17qkd
รับประทานผลิตภัณฑ์วิตามินซีช่วยรักษาไข้หวัดได้จริงหรือ,มีความเชื่อว่าถ้านทาน อาหารเสริมหรือวิตามิน หรือแม้กระทั่งทานผักผลไม้วิตามินซี มากๆจะช่วยป้องกันหวัดได้ จริงหรือ,,https://cofact.org/article/nfu1rd3pxg36
จ่ายหนี้ไม่ไหว ธปท. พร้อมจ่ายหนี้แทนทุกคน ผ่านโครงการ “ทางด่วนแก้หนี้” .จริงหรือ,มีการโพสต์และแชร์ข้อความในสื่อต่างๆ เกี่ยวกับประเด็นเรื่อง จ่ายหนี้ไม่ไหว ธปท. พร้อมจ่ายหนี้แทนทุกคน ผ่านโครงการ “ทางด่วนแก้หนี้”  จริงหรือ,,https://cofact.org/article/1qf1kw5emqbqb
กระชายดำแคปซูลเพิ่มสมรรถภาพทางเพศของผู้ชายได้ จริงหรือ,กระชายดำเป็นพืชสมุนไพรชนิดหนึ่งที่มีการใช้ในประเทศไทยมาอย่างช้านาน โดยทั่วไปแล้วมักนำกระชายมาประกอบอาหาร และยังใช้เป็นยาสมุนไพรเพื่อบรรเทาอาการต่าง ๆ เช่น ช่วยขับลม บรรเทาอาการจุกเสียด  ใช้บำรุงกำลัง แก้ปวดเมื่อย แต่ ปัจจุบันมีผลิตภัณฑ์เสริมอาหารกระชายดำแคปซูลออกมาขายตามท้องตลาดมากมายอ้างสรรพคุณว่าเสริมสมรรถภาพทางเพศให้ผู้ชายได้ด้วย จริงหรือ,,https://cofact.org/article/9hmslf6q3c0q
มีชายอายุ 70 ปี เสียชีวิตเนื่องจากติดโควิด จริงหรือ,มีข้อความปรากฏในช่องทางต่างๆ เกี่ยวกับเรื่อง ชายอายุ 70 ปี เสียชีวิตเนื่องจากติดโควิด เป็นเรื่องจริงหรือคะ,,https://cofact.org/article/2hsuglm3g7iui
ฝุ่น PM 2.5 เป็นพาหะของเชื้อไวรัสโควิด จริงหรือ,ผศ.รุจิกาญจน์ นาสนิท อาจารย์ภาควิชาเทคโนโลยีชีวภาพ มหาวิทยาลัยศิลปากร อธิบายว่า พบความสัมพันธ์ของการเสียชีวิตจากโควิด-19 และฝุ่น PM2.5  ในบางประเทศ เช่น สหรัฐอเมริกา เนเธอแลนด์  มีอัตราการเสียชีวิตที่เพิ่มขึ้น ซึ่งสัมพันธ์กับความเข้มข้นของฝุ่น PM 2.5 ที่เพิ่มขึ้น จริงหรือ,,https://cofact.org/article/22yw25emlidwx
อย่ามองข้าม โรคกระดูกคอเสื่อม หากป่วยเรื้อรังอาจทำให้เดินไม่ได้,ในระยะเริ่มต้นมักมีอาการเพียงเล็กน้อย เช่น เดินไม่คล่อง ทำของหล่นจากมือบ่อย ๆ เมื่อเป็นมากขึ้น จะเดินขากาง โน้มตัวไปข้างหน้า ในที่สุดก็จะเดินไม่ได้,,https://cofact.org/article/3egajdo3b9rsk
จริงหรือ ต่ออายุพรกฉุกเฉิน 3 จังหวัดชายแดนภาคใต้ จนถึง มีนาคม 2564,ประชุมติดตามสถานการณ์ 3 จังหวัดชายแดนภาคใต้ มีมติขยายเวลา พ.ร.ก.ฉุกเฉินฯ ต่ออีก 3 เดือน ไปจนถึงวันที่ 19 มี.ค.2564,,https://cofact.org/article/35r4vdizwp14l
จริงหรือ กัญชาสามารถใช้ได้ตามกฏหมาย เฉพาะทางการแพทย์เท่านั้น,"ราชกิจจาฯ ประกาศ ""กัญชา"" พ้นยาเสพติด ประเภท5 รวม กัญชง, พืชกระท่อม, พืชฝิ่น, เห็ดขี้ควาย แต่ใช้ได้เฉพาะเป็นเครื่องมือทางการแพทย์เท่านั้น",,https://cofact.org/article/ig3659fvm4vo
จริงหรือ ททท เลื่อนการเพิ่มสิทธิ์ห้องพักเราเที่ยวด้วยกันออกไปก่อน เนื่องจากพบมีการโกงกันเกิดขึ้น,การท่องเที่ยวแห่งประเทศไทย หรือ ททท. สั่งเรียกประชุมด่วน หลังพบเคสโรงแรมโกงในโครงการเราเที่ยวด้วยกัน โดยระบุ จะเอาผิดทางกฎหมายถึงที่สุดและติดแบล็กลิสต์ทุกโครงการของรัฐ ล่าสุด สั่งชะลอการเพิ่มสิทธิห้องพักเราเที่ยวด้วยกันอีก 1 ล้านสิทธิ ออกไปก่อน จากเดิมจะเริ่มเปิดจอง 16 ธ.ค.นี้,,https://cofact.org/article/1ygvrg7ajnt3m
ฉี่อูฐรักษาโรคมะเร็ง,จริงหรือไม่ คณะวิจัยอาหรับกล่าวว่า ฉี่อูฐสามารถรักษาโรคมะเร็งได้,,https://cofact.org/article/180s69uu0l5vv
จริงหรือ ถ้าส่งรูปภาพหรือวีดีโอ จะถูกล้วงข้อมูลส่วนตัว,ส่งข้อความทักทายเป็นรูปภาพหรือรูปภาพเคลื่อนไหว ทำให้ถูกล้วงข้อมูลส่วนตัวได้,,https://cofact.org/article/t01hhfvgyd91
กล้วยน้ำว้าเป็นเครื่องดื่มเพื่อช่วยเพิ่มสมรรถภาพเพศชาย ได้ จริงหรือ,มีการแจกสูตรทำไซเดอร์กล้วยน้ำว้า เชื่อว่าช่วยเพิ่มพลังเพศชาย,,https://cofact.org/article/5d8g62y06573
คนปลูกเห็ดไม่กินเห็ด  คนขายเห็ดไม่กินเห็ด    เห็ดมีอันตรายจริงหรือ,อาการบอกเหตุและการรับมือ  เมื่อผู้หญิงหัวใจวาย,,https://cofact.org/article/adaeev8jmjxa
,รับสติ๊กเกอร์ฟรีโดยต้องส่งต่อเชิญชวนให้เพื่อน อีก 10 คนก่อน,,https://cofact.org/article/3ft17nfhr67ed
,พบป่วยโควิดเพิ่มอีก 20 ราย ทั้งไทยและต่างชาติ เดินทางมาจากต่างประเทศ,,https://cofact.org/article/2f71hhfmzkhni
