header,link,time
ชัวร์ก่อนแชร์ : กระชายโสมเมืองไทย ยาอายุวัฒนะ รักษาโรคไต จริงหรือ ?,https://tna.mcot.net/tna-340817,01/09/2562 13:33
ชัวร์ก่อนแชร์ : หัวใจขาดเลือดให้เคี้ยวยาแอสไพรินทันที จริงหรือ?,https://tna.mcot.net/tna-341151,02/09/2562 14:29
ชัวร์ก่อนแชร์ : เตือนระวังลิงก์โหวตหลานปลอม จริงหรือ?,https://tna.mcot.net/tna-341527,03/09/2562 14:07
ชัวร์ก่อนแชร์ : กระโดดเชือกทำให้ยิ่งเตี้ย จริงหรือ?,https://tna.mcot.net/tna-341868,04/09/2562 14:21
ชัวร์ก่อนแชร์ : มะเร็งกระเพาะอาหารติดต่อทางน้ำลาย จริงหรือ?,https://tna.mcot.net/tna-342214,05/09/2562 14:25
ชัวร์ก่อนแชร์ : โรคลายม์ภัยร้ายจากเห็บสู่คน จริงหรือ?,https://tna.mcot.net/tna-342524,06/09/2562 13:59
ชัวร์ก่อนแชร์ : ไดร์เป่าผมที่เพิ่งใช้เสร็จอาจไฟไหม้ จริงหรือ?,https://tna.mcot.net/tna-342782,07/09/2562 14:09
ชัวร์ก่อนแชร์ : 5 ความเชื่อผิดๆ เรื่องสิวจริงหรือ ?,https://tna.mcot.net/tna-342981,08/09/2562 12:34
ชัวร์ก่อนแชร์ : คำแนะนำเมื่อเจอช้างป่าใช้ได้จริงหรือ ?,https://tna.mcot.net/tna-343327,09/09/2562 14:49
ชัวร์ก่อนแชร์ : ปิดถนนละหมาดที่ จ.ตาก จริงหรือ ?,https://tna.mcot.net/tna-343693,10/09/2562 14:28
ชัวร์ก่อนแชร์ : กินข้าวคำน้ำคำทำให้อาหารไม่ย่อย จริงหรือ ?,https://tna.mcot.net/tna-344064,11/09/2562 14:52
ชัวร์ก่อนแชร์ : โลหิตจางนำโรค จริงหรือ ?,https://tna.mcot.net/tna-344411,12/09/2562 13:58
ชัวร์ก่อนแชร์ : โครงการลงทุนผลตอบแทนหมื่นเท่า จริงหรือ ?,https://tna.mcot.net/tna-344747,13/09/2562 14:47
ชัวร์ก่อนแชร์ : เตือนบะหมี่ใส่ “ไดโซเดียม” ฤทธิ์แรงกว่าผงชูรส จริงหรือ ?,https://tna.mcot.net/tna-344947,14/09/2562 14:39
ชัวร์ก่อนแชร์ : คำแนะนำสำหรับรถที่จมน้ำใช้ได้ จริงหรือ ?,https://tna.mcot.net/tna-345137,15/09/2562 14:20
ชัวร์ก่อนแชร์ : งดอาหารก่อโรค กรดมากยิ่งทำให้ป่วย จริงหรือ ?,https://tna.mcot.net/tna-345484,16/09/2562 13:47
ชัวร์ก่อนแชร์ : เมล็ดผักกาดติดหูลดน้ำหนักได้ จริงหรือ ?,https://tna.mcot.net/tna-346080,18/09/2562 14:00
ชัวร์ก่อนแชร์ : 10 ข้อควรรู้กฎหมายจราจรใหม่ จริงหรือ ?,https://tna.mcot.net/tna-346397,19/09/2562 13:47
ชัวร์ก่อนแชร์ : ต้องเลิกส่งภาพสวัสดีตอนเช้า จริงหรือ ?,https://tna.mcot.net/tna-346695,20/09/2562 13:46
ชัวร์ก่อนแชร์ : 7 พฤติกรรมเสี่ยงมะเร็งปากมดลูก จริงหรือ ?,https://tna.mcot.net/tna-346930,21/09/2562 13:55
ชัวร์ก่อนแชร์ : ไม้ปั๊มส้วมปลดล็อกประตูรถ ?,https://tna.mcot.net/tna-347095,22/09/2562 14:11
ชัวร์ก่อนแชร์ : 5 ข้อเสียของพลาสติกห่ออาหาร จริงหรือ?,https://tna.mcot.net/tna-347428,23/09/2562 13:58
ชัวร์ก่อนแชร์ : ใช้น้ำตาเทียมบ่อยๆ ดวงตาไม่ผลิตน้ำตา จริงหรือ?,https://tna.mcot.net/tna-347757,24/09/2562 14:21
ชัวร์ก่อนแชร์ : วิวัฒนาการของโรคเกาต์ นำไปสู่โรคอื่น จริงหรือ?,https://tna.mcot.net/tna-348108,25/09/2562 14:30
ชัวร์ก่อนแชร์ : 4 พฤติกรรมทำให้อาหารไม่ย่อยจริงหรือ?,https://tna.mcot.net/tna-348458,26/09/2562 14:06
ชัวร์ก่อนแชร์ : เตือนระวังงูพิษในพริกสีเขียว จริงหรือ?,https://tna.mcot.net/tna-348803,27/09/2562 13:35
ชัวร์ก่อนแชร์ : 10 สรรพคุณของลองกอง จริงหรือ ?,https://tna.mcot.net/tna-349008,28/09/2562 14:20
ชัวร์ก่อนแชร์ : แกะกาวร้อนติดมือง่ายๆ เพียงแค่ใช้เกลือและจุ่มน้ำ จริงหรือ ?,https://tna.mcot.net/tna-349187,29/09/2562 13:47
ชัวร์ก่อนแชร์ : ยาไข้หวัดใหญ่ใหม่ กินง่าย รักษาได้เร็วกว่าเดิม จริงหรือ?,https://tna.mcot.net/tna-349478,30/09/2562 14:28
ชัวร์ก่อนแชร์ : ป๊อปคอร์นช่วยขับถ่าย กากใยสูงดีกว่ากล้วย จริงหรือ?,https://tna.mcot.net/tna-349806,01/10/2562 14:13
ชัวร์ก่อนแชร์ : โรคน้ำตาเป็นผลึกแข็งมีจริงหรือ?,https://tna.mcot.net/tna-350175,02/10/2562 14:23
ชัวร์ก่อนแชร์ : ตบข้อพับแขนซ้ายช่วยผู้ป่วยหัวใจวายได้ จริงหรือ?,https://tna.mcot.net/tna-350484,03/10/2562 14:06
ชัวร์ก่อนแชร์ : วัคซีนมะเร็งปากมดลูกควรฉีดตั้งแต่เด็ก จริงหรือ?,https://tna.mcot.net/tna-350797,04/10/2562 14:15
ชัวร์ก่อนแชร์ : ข้อควรทำเพื่อสุขภาพสมอง จริงหรือ?,https://tna.mcot.net/tna-351022,05/10/2562 14:15
ชัวร์ก่อนแชร์ : เติมน้ำมัน E20 / B20 ช่วยลดฝุ่น PM 2.5 ได้ จริงหรือ ?,https://tna.mcot.net/tna-351225,06/10/2562 13:52
ชัวร์ก่อนแชร์ : ใช้วิคส์ทารักษาสิวได้ จริงหรือ ?,https://tna.mcot.net/tna-351573,07/10/2562 14:56
ชัวร์ก่อนแชร์ : เว็บแจกเครื่องสำอาง แจกอาหารฟรี จริงหรือ ?,https://tna.mcot.net/tna-351866,08/10/2562 14:01
ชัวร์ก่อนแชร์ : “ทะเบียนรถติดตะกั่ว” กล้องจับความเร็วไม่ได้จริงหรือ,https://tna.mcot.net/tna-352223,09/10/2562 14:35
ชัวร์ก่อนแชร์ : เรอบ่อยๆ เป็นสัญญาณบอกโรคจริงหรือ ?,https://tna.mcot.net/tna-352545,10/10/2562 14:50
ชัวร์ก่อนแชร์ : ฟองเต้าหู้ปลอมทำจากพลาสติก จริงหรือ ?,https://tna.mcot.net/tna-352889,11/10/2562 14:22
ชัวร์ก่อนแชร์ : กัญชาสดดีกว่าสารสกัดกัญชา จริงหรือ ?,https://tna.mcot.net/tna-353102,12/10/2562 14:35
ชัวร์ก่อนแชร์ : เตือนแมงมุมพิษ หากถูกกัดเนื้อจะเน่า จริงหรือ ?,https://tna.mcot.net/tna-353304,13/10/2562 15:42
ชัวร์ก่อนแชร์ : น้ำมันมะพร้าวรักษาอัลไซเมอร์ จริงหรือ?,https://tna.mcot.net/tna-353521,14/10/2562 14:02
ชัวร์ก่อนแชร์ : เตือน “สมุนไพร” ทำ “โรคไต” กำเริบ จริงหรือ?,https://tna.mcot.net/tna-353848,15/10/2562 14:08
ชัวร์ก่อนแชร์ : ยาแก้อักเสบไม่ต้องกินให้หมดก็ได้ จริงหรือ?,https://tna.mcot.net/tna-354177,16/10/2562 14:05
ชัวร์ก่อนแชร์ : 8 ความผิด! คนแจ้งจับได้ส่วนแบ่งค่าปรับ จริงหรือ?,https://tna.mcot.net/tna-354509,17/10/2562 14:01
ชัวร์ก่อนแชร์ : ภาพแสดงอาการต่างๆ ของโรคตา จริงหรือ?,https://tna.mcot.net/tna-354833,18/10/2562 14:05
ชัวร์ก่อนแชร์ : ผู้ชายติดเชื้อ HPV เสี่ยงมะเร็งได้ จริงหรือ?,https://tna.mcot.net/tna-355045,19/10/2562 14:04
ชัวร์ก่อนแชร์ : อัญชันดองเหล้าขาว ช่วยให้ผมดกดำได้ จริงหรือ ?,https://tna.mcot.net/tna-355218,20/10/2562 14:03
ชัวร์ก่อนแชร์ : เตือน! ขนมหลายชนิดถูกสั่งห้ามขาย จริงหรือ?,https://tna.mcot.net/tna-355552,21/10/2562 14:10
ชัวร์ก่อนแชร์ : น้ำสับปะรดร้อน รักษามะเร็ง จริงหรือ?,https://tna.mcot.net/tna-355892,22/10/2562 14:08
ชัวร์ก่อนแชร์ : ใช้หนอนตรวจคัดกรองมะเร็งได้ จริงหรือ?,https://tna.mcot.net/tna-356183,23/10/2562 14:26
ชัวร์ก่อนแชร์ : 9 พฤติกรรมทำร้ายอวัยวะในร่างกาย จริงหรือ?,https://tna.mcot.net/tna-356508,24/10/2562 13:47
ชัวร์ก่อนแชร์ : กระบองเพชรดูดรังสีหน้าจอคอมพิวเตอร์ได้ จริงหรือ?,https://tna.mcot.net/tna-356835,25/10/2562 13:48
ชัวร์ก่อนแชร์ : 5 อาการสัญญาณโรคหัวใจจริงหรือ ?,https://tna.mcot.net/tna-357008,26/10/2562 14:00
ชัวร์ก่อนแชร์ : สบู่สระผมแก้ผมร่วงได้ จริงหรือ ?,https://tna.mcot.net/tna-357213,27/10/2562 13:39
ชัวร์ก่อนแชร์ : สมุนไพรอาหารเสริมรักษาโรคธาลัสซีเมีย จริงหรือ?,https://tna.mcot.net/tna-357512,28/10/2562 14:43
ชัวร์ก่อนแชร์ : บอระเพ็ดดองน้ำอัดลมแก้ปวดเข่า เกาต์ ข้ออักเสบ จริงหรือ?,https://tna.mcot.net/tna-357844,29/10/2562 14:21
ชัวร์ก่อนแชร์ : ห้ามกินแป้ง-น้ำตาลร่วมกับไขมัน จริงหรือ?,https://tna.mcot.net/tna-358201,30/10/2562 14:15
ชัวร์ก่อนแชร์ : พญาสัตบรรณ-ลั่นทม คายพิษอันตราย จริงหรือ?,https://tna.mcot.net/tna-358559,31/10/2562 14:18
ชัวร์ก่อนแชร์ : ยิ่งอายุมากยิ่งเสี่ยงต้อกระจก จริงหรือ?,https://tna.mcot.net/tna-358849,01/11/2562 14:33
ชัวร์ก่อนแชร์ : ระวังเครียดลงกระเพาะเสี่ยงมะเร็ง จริงหรือ?,https://tna.mcot.net/tna-359081,02/11/2562 14:26
ชัวร์ก่อนแชร์ : ใช้จุกหลอกผิดวิธีหรือนานเกินไปทำให้ฟันผิดรูปได้ จริงหรือ ?,https://tna.mcot.net/tna-359261,03/11/2562 11:37
ชัวร์ก่อนแชร์ : หัวกุ้งมีกระเพาะอาหารที่อาจมีสารพิษ จริงหรือ ?,https://tna.mcot.net/tna-359566,04/11/2562 15:59
ชัวร์ก่อนแชร์ : คำแนะนำรับมือฝุ่น PM2.5 จริงหรือ?,https://tna.mcot.net/tna-359795,05/11/2562 13:36
ชัวร์ก่อนแชร์ : น้ำส้มสายชูเช็ดคราบหินปูนบนกระจกได้ จริงหรือ ?,https://tna.mcot.net/tna-360189,06/11/2562 14:17
ชัวร์ก่อนแชร์ : “โรคเลือดข้น” มีจริงหรือ ?,https://tna.mcot.net/tna-360893,08/11/2562 14:08
ชัวร์ก่อนแชร์ : 4 วิธีกินเพื่อล้างเชื้อราในลำไส้ จริงหรือ ?,https://tna.mcot.net/tna-361088,09/11/2562 14:20
ชัวร์ก่อนแชร์ : หากโดนแมลงกัดให้บีบแผล จริงหรือ?,https://tna.mcot.net/tna-361654,11/11/2562 13:49
ชัวร์ก่อนแชร์ : 4 พฤติกรรมคุ้นเคยทำตาแพ้แสงโดยไม่รู้ตัว จริงหรือ?,https://tna.mcot.net/tna-362004,13/11/2562 13:48
ชัวร์ก่อนแชร์ : สีเลือดประจำเดือนบอกโรคได้ จริงหรือ?,https://tna.mcot.net/tna-363043,15/11/2562 13:46
ชัวร์ก่อนแชร์ : 8 ปัจจัยเสี่ยงกระดูกพรุน จริงหรือ?,https://tna.mcot.net/tna-363253,16/11/2562 13:42
ชัวร์ก่อนแชร์ : สูตรทำกาวติดรองเท้าใช้ได้ จริงหรือ ?,https://tna.mcot.net/tna-363433,17/11/2562 12:44
ชัวร์ก่อนแชร์ : ท่าบริหารตนเองป้องกันอัมพาตใช้ได้ จริงหรือ?,https://tna.mcot.net/tna-363775,18/11/2562 14:11
ชัวร์ก่อนแชร์ : เล็บจิกร่องปากใต้จมูกช่วยชีวิตคนวูบ ได้จริงหรือ ?,https://tna.mcot.net/tna-364146,19/11/2562 14:39
ชัวร์ก่อนแชร์ : เลือดล้างหน้าเด็ก เป็นสัญญาณการตั้งครรภ์ จริงหรือ?,https://tna.mcot.net/tna-365175,22/11/2562 14:23
ชัวร์ก่อนแชร์ : เตือนภัยอันตรายจากควันธูป จริงหรือ?,https://tna.mcot.net/tna-365908,25/11/2562 14:09
ชัวร์ก่อนแชร์ : 5 โรคสัตว์เลี้ยงที่เกิดจากยุงเป็นพาหะ จริงหรือ ?,https://tna.mcot.net/tna-367647,01/12/2562 12:03
ชัวร์ก่อนแชร์ : กู้เงิน กยศ.เปลี่ยนศาสนาได้รับการยกหนี้ ?,https://tna.mcot.net/tna-367982,02/12/2562 14:48
ชัวร์ก่อนแชร์ : ยารักษาโรคข้อ PANTOFLEX-COLLAX จริงหรือ ?,https://tna.mcot.net/tna-368335,03/12/2562 14:07
ชัวร์ก่อนแชร์ : น้ำใบโหระพาลดความดัน เบาหวาน จริงหรือ ?,https://tna.mcot.net/tna-368653,04/12/2562 14:37
ชัวร์ก่อนแชร์ : คลิปทารกปีศาจ จริงหรือ ?,https://tna.mcot.net/tna-368891,05/12/2562 14:50
ชัวร์ก่อนแชร์ : น้ำมันอเนกประสงค์ลบรอยบนรถยนต์ได้ จริงหรือ ?,https://tna.mcot.net/tna-369202,06/12/2562 14:46
ชัวร์ก่อนแชร์ : 7 สัญญาณเตือนโรคเครียดลงกระเพาะจริงหรือ ?,https://tna.mcot.net/tna-369402,07/12/2562 14:14
ชัวร์ก่อนแชร์ : ถอดแคตตาไลติกรถยนต์จะวิ่งดี จริงหรือ ?,https://tna.mcot.net/tna-369572,08/12/2562 13:19
ชัวร์ก่อนแชร์ : โรคไตสังเกตได้จากปัสสาวะ จริงหรือ?,https://tna.mcot.net/tna-369864,09/12/2562 12:46
ชัวร์ก่อนแชร์ : ขี้หูไม่จำเป็นต้องแคะ จริงหรือ?,https://tna.mcot.net/tna-370119,10/12/2562 13:37
ชัวร์ก่อนแชร์ : 5 โรคห้ามดื่มกาแฟ จริงหรือ?,https://tna.mcot.net/tna-370528,11/12/2562 13:48
ชัวร์ก่อนแชร์ : 10 อันดับปลาไทยที่มีโอเมก้า 3 สูง จริงหรือ?,https://tna.mcot.net/tna-370779,12/12/2562 12:54
ชัวร์ก่อนแชร์ : คลิปวิธีการใช้ปลั๊กพ่วงให้ปลอดภัย ใช้ได้จริงหรือ?,https://tna.mcot.net/tna-371130,13/12/2562 13:46
ชัวร์ก่อนแชร์ : เก็บอึแมวระวังเชื้ออันตราย จริงหรือ?,https://tna.mcot.net/tna-371334,14/12/2562 13:43
ชัวร์ก่อนแชร์ : เก็บคีย์การ์ดไว้กับมือถือ ทำให้บัตรเสียหายได้ จริงหรือ ?,https://tna.mcot.net/tna-371539,15/12/2562 15:13
ชัวร์ก่อนแชร์ : คำเตือนห้ามเด็กนอนคว่ำ จริงหรือ?,https://tna.mcot.net/tna-371865,16/12/2562 14:19
ชัวร์ก่อนแชร์ : เก็บเมล็ดผลไม้ไว้ปลูกเพิ่มพื้นที่สีเขียว 2 ข้างทาง จริงหรือ?,https://tna.mcot.net/tna-372230,17/12/2562 14:34
ชัวร์ก่อนแชร์ : มะกรูดรักษาริดสีดวงทวารได้จริงหรือ?,https://tna.mcot.net/tna-372562,18/12/2562 14:10
ชัวร์ก่อนแชร์ : วาซาบิ เครื่องปรุงต้านมะเร็ง จริงหรือ?,https://tna.mcot.net/tna-372903,19/12/2562 14:44
ชัวร์ก่อนแชร์ : เท้าบวม สัญญาณบอกโรค จริงหรือ?,https://tna.mcot.net/tna-373229,20/12/2562 14:22
ชัวร์ก่อนแชร์ : 5 วิธีการปรุงผักที่มีไนเตรตสูง จริงหรือ?,https://tna.mcot.net/tna-373395,21/12/2562 14:23
ชัวร์ก่อนแชร์ : คลิปแนะนำการพ่วงแบตเตอรี่รถยนต์ที่ถูกต้องใช้ได้ จริงหรือ ?,https://tna.mcot.net/tna-373590,22/12/2562 13:51
ชัวร์ก่อนแชร์ : ส้มโออันตราย ทำให้เกือบเสียชีวิตได้ จริงหรือ?,https://tna.mcot.net/tna-373919,23/12/2562 14:05
ชัวร์ก่อนแชร์ : คลิปผงชูรสผสมปลาร้า เกิดสิ่งผิดปกติ จริงหรือ?,https://tna.mcot.net/tna-374270,24/12/2562 14:23
ชัวร์ก่อนแชร์ : หญ้าไผ่น้ำแก้โรคไต จริงหรือ?,https://tna.mcot.net/tna-374577,25/12/2562 14:58
ชัวร์ก่อนแชร์ : ปัจจัยเสี่ยงริดสีดวงทวาร จริงหรือ?,https://tna.mcot.net/tna-374921,26/12/2562 14:14
ชัวร์ก่อนแชร์ : 21 วิธีดูแลรถยนต์ให้อยู่กับเรานานขึ้นใช้ได้ จริงหรือ?,https://tna.mcot.net/tna-375238,27/12/2562 14:11
ชัวร์ก่อนแชร์ : 7 ท่านั่งอันตรายกับสุขภาพ จริงหรือ?,https://tna.mcot.net/tna-375479,28/12/2562 13:58
ชัวร์ก่อนแชร์ : สูตรขจัดคราบหินปูนฝังแน่นใช้ได้จริงหรือ ?,https://tna.mcot.net/tna-375693,29/12/2562 13:50
ชัวร์ก่อนแชร์ : วิธีตรวจเช็ก วัดค่าฝุ่น PM 2.5 ?,https://tna.mcot.net/tna-375928,30/12/2562 15:10
ชัวร์ก่อนแชร์ : ข่าวไวใช่ว่าชัวร์ 2562 ?,https://tna.mcot.net/tna-376175,31/12/2562 16:22
ชัวร์ก่อนแชร์ : “ภาพคนหาย” แชร์อย่างไร ไม่ซ้ำเติม,https://tna.mcot.net/tna-376380,01/01/2563 14:31
ชัวร์ก่อนแชร์ : สัญญาณเตือนร่างกายขาดสารอาหารจริงหรือ ?,https://tna.mcot.net/tna-376717,02/01/2563 14:46
ชัวร์ก่อนแชร์ : ควรหลีกเลี่ยงการดื่มน้ำประปาในช่วงนี้ จริงหรือ ?,https://tna.mcot.net/tna-377035,03/01/2563 14:47
ชัวร์ก่อนแชร์ : สูตรปลูกผมด้วยวิคส์ วาโปรับ จริงหรือ ?,https://tna.mcot.net/tna-377238,04/01/2563 12:25
ชัวร์ก่อนแชร์ ภัยไซเบอร์ : เตรียมพร้อมรับภัยไซเบอร์ ปี 2020/2563,https://tna.mcot.net/tna-377424,05/01/2563 12:43
ชัวร์ก่อนแชร์ : ชาร์จมือถือไป เล่นไป อันตรายถึงชีวิต จริงหรือ?,https://tna.mcot.net/tna-377771,06/01/2563 13:51
ชัวร์ก่อนแชร์ : เตือนภัยเหรียญขัดขวางการล็อกประตูรถได้ จริงหรือ?,https://tna.mcot.net/tna-378149,07/01/2563 13:34
ชัวก่อนแชร์ : สุนัข-แมวทำหมันแล้วจะอ้วน จริงหรือ?,https://tna.mcot.net/tna-378513,08/01/2563 13:44
ชัวร์ก่อนแชร์ : ไข้หวัดใหญ่สายพันธุ์ใหม่ระบาดรุนแรง จริงหรือ?,https://tna.mcot.net/tna-378856,09/01/2563 13:52
ชัวร์ก่อนแชร์ : รัฐบาลลดใช้ถุงพลาสติก แต่อนุมัตินำเข้าขยะพลาสติก จริงหรือ?,https://tna.mcot.net/tna-379185,10/01/2563 13:49
ชัวร์ก่อนแชร์ : กินเผ็ดจัดเสี่ยงลำไส้อักเสบ จริงหรือ?,https://tna.mcot.net/tna-379426,11/01/2563 12:46
ชัวร์ก่อนแชร์ : 18 ท่าบริหาร ยืดเส้นเอ็น บรรเทาอาการเท้าชา คลายปวดเมื่อย ใครๆ ก็,https://tna.mcot.net/tna-379616,12/01/2563 13:31
ชัวร์ก่อนแชร์ : สูตรลดน้ำหนัก ดีท็อกซ์ลำไส้ด้วยน้ำส้มสายชู-โยเกิร์ต น้ำอัดลม จริ,https://tna.mcot.net/tna-379948,13/01/2563 14:31
ชัวร์ก่อนแชร์ : ถุงสปันบอนด์ไม่ใช่ถุงผ้า ทำจากพลาสติก จริงหรือ ?,https://tna.mcot.net/tna-380345,14/01/2563 15:13
ชัวร์ก่อนแชร์ : 11 โรคเสี่ยงอุจจาระเป็นเลือด จริงหรือ?,https://tna.mcot.net/tna-380694,15/01/2563 14:15
ชัวร์ก่อนแชร์ : ต้อลม-ต้อเนื้อ รักษาไม่หาย ต้องไม่ให้ลุกลาม?,https://tna.mcot.net/tna-381012,16/01/2563 14:35
ชัวร์ก่อนแชร์ : ท่านั่งไขว่ห้างอันตราย จริงหรือ ?,https://tna.mcot.net/tna-381368,17/01/2563 15:01
ชัวร์ก่อนแชร์ : คลิปวิธีรักษาเข่าให้หายปวดจริงหรือ?,https://tna.mcot.net/tna-381552,18/01/2563 12:23
ชัวร์ก่อนแชร์ : ใช้ LINE อย่างไรให้ปลอดภัย,https://tna.mcot.net/tna-381752,19/01/2563 13:36
ชัวร์ก่อนแชร์ : คลิปทดสอบหูใช้ได้ จริงหรือ?,https://tna.mcot.net/tna-382062,20/01/2563 14:15
ชัวร์ก่อนแชร์ : สิงคโปร์มีโรงงานกำจัดขยะ ไม่ต้องรณรงค์ลดพลาสติก จริงหรือ?,https://tna.mcot.net/tna-382411,21/01/2563 14:30
ชัวร์ก่อนแชร์ : 5 มะเร็งที่มากับอาหาร จริงหรือ?,https://tna.mcot.net/tna-382816,22/01/2563 14:05
ชัวร์ก่อนแชร์ : ภัยไซเบอร์…อย่าหลงกลอีเมลข่มขู่ จริงหรือ?,https://tna.mcot.net/tna-383135,23/01/2563 14:16
ชัวร์ก่อนแชร์ : 8 สาเหตุเสี่ยงเป็นร้อนใน จริงหรือ?,https://tna.mcot.net/tna-383495,24/01/2563 14:53
ชัวร์ก่อนแชร์ FACTSHEET : ไวรัสโคโรนาสายพันธุ์ใหม่ 2019,https://tna.mcot.net/tna-383706,25/01/2563 14:16
ชัวร์ก่อนแชร์ : น้ำมันเครื่องบูดเพราะเติม E20 จริงหรือ?,https://tna.mcot.net/tna-383922,26/01/2563 13:47
ชัวร์ก่อนแชร์ FACTSHEET : การรักษาและป้องกันไวรัสโคโรนาสายพันธุ์ใหม่ 2019,https://tna.mcot.net/tna-384274,27/01/2563 14:46
ชัวร์ก่อนแชร์ FACTSHEET : หน้ากาก-อาหารป้องกันไวรัสโคโรนาสายพันธุ์ใหม่ 2019,https://tna.mcot.net/tna-384605,28/01/2563 14:30
ชัวร์ก่อนแชร์ FACTSHEET : มีการจดสิทธิบัตรไวรัสโคโรนาไว้แล้ว จริงหรือ?,https://tna.mcot.net/tna-384974,29/01/2563 14:26
ชัวร์ก่อนแชร์ FACTSHEET : ไวรัสโคโรนาติดเชื้อผ่านดวงตาได้ จริงหรือ?,https://tna.mcot.net/tna-385356,30/01/2563 13:30
ชัวร์ก่อนแชร์ FACTSHEET : การติดต่อและแพร่กระจายเชื้อไวรัสโคโรนาสายพันธุ์ใหม่ 20,https://tna.mcot.net/tna-385673,31/01/2563 14:10
ชัวร์ก่อนแชร์ FACTSHEET : “ไข้หวัดใหญ่” เทียบ “โคโรนาไวรัส 2019”,https://tna.mcot.net/tna-385900,01/02/2563 12:02
ชัวร์ก่อนแชร์ FACTSHEET : ตำรับยาจีนป้องกันไวรัสโคโรนาได้จริงหรือ?,https://tna.mcot.net/tna-386084,02/02/2563 12:53
ชัวร์ก่อนแชร์ FACTSHEET : ป้องกันการติดเชื้อด้วยหน้ากากอนามัย ไวรัสโคโรนาสายพันธ,https://tna.mcot.net/tna-386419,03/02/2563 13:45
ชัวร์ก่อนแชร์ FACTSHEET : ตื่นตัว หรือ ตื่นตูม? ไวรัสโคโรนาสายพันธุ์ใหม่ 2019,https://tna.mcot.net/tna-386785,04/02/2563 13:45
ชัวร์ก่อนแชร์ FACTSHEET : สมุนไพรฟ้าทะลายโจร กับไวรัสโคโรนาสายพันธุ์ใหม่ 2019,https://tna.mcot.net/tna-387179,05/02/2563 13:50
ชัวร์ก่อนแชร์ FACTSHEET : จุดอ่อน..จุดตายของเชื้อไวรัสโคโรนาฯ,https://tna.mcot.net/tna-387535,06/02/2563 13:24
ชัวร์ก่อนแชร์ FACTSHEET : กินอะไร? ช่วยป้องกันไวรัสโคโรนาสายพันธุ์ใหม่ 2019,https://tna.mcot.net/tna-387876,07/02/2563 13:43
ชัวร์ก่อนแชร์ FACTSHEET : แหล่งแพร่ระบาดไวรัสโคโรนาสายพันธุ์ใหม่ 2019,https://tna.mcot.net/tna-388129,08/02/2563 15:43
ชัวร์ก่อนแชร์ FACTSHEET : ลดความเสี่ยงแพร่กระจายเชื้อไวรัสโคโรนา,https://tna.mcot.net/tna-388344,09/02/2563 12:38
ชัวร์ก่อนแชร์ : ถอดบทเรียนโซเชียล เหตุกราดยิง,https://tna.mcot.net/tna-388559,10/02/2563 14:35
ชัวร์ก่อนแชร์ FACTSHEET : ไวรัสโคโรนาในสุนัขและแมว,https://tna.mcot.net/tna-388931,11/02/2563 14:46
ชัวร์ก่อนแชร์ FACTSHEET : การกำจัดสิ่งของที่ใช้ในการป้องกันเชื้อไวรัสโคโรนาสายพั,https://tna.mcot.net/tna-389262,12/02/2563 13:48
ชัวร์ก่อนแชร์ : 10 อาหารทำร้ายไต จริงหรือ ?,https://tna.mcot.net/tna-389590,13/02/2563 14:32
ชัวร์ก่อนแชร์ : 5 วิธีบอกลาปัญหาหน้าแห้ง ใช้ได้จริงหรือ ?,https://tna.mcot.net/tna-389916,14/02/2563 13:57
ชัวร์ก่อนแชร์ : คลิปแนะบริหารตนป้องกันบรรเทาอาการป่วย ?,https://tna.mcot.net/tna-390114,15/02/2563 11:48
ชัวร์ก่อนแชร์ FACTSHEET : บุฟเฟ่ต์- วิธีตรวจปอด-กินขิง กับโรค COVID-19 ไวรัสโคโร,https://tna.mcot.net/tna-390299,16/02/2563 13:33
ชัวร์ก่อนแชร์ : พ่นแอลกอฮอล์ฆ่าเชื้อทำให้ระเบิด-ไฟไหม้ จริงหรือ?,https://tna.mcot.net/tna-390592,17/02/2563 14:30
ชัวร์ก่อนแชร์ : พิษของไขมันกับ 5 อวัยวะในร่างกาย จริงหรือ?,https://tna.mcot.net/tna-390903,18/02/2563 14:11
ชัวร์ก่อนแชร์ : ไม่ใส่รองเท้าหรือถุงเท้าบนพื้นกระเบื้องหรือหินอ่อน ภูมิคุ้มกันลด,https://tna.mcot.net/tna-391261,19/02/2563 14:07
ชัวร์ก่อนแชร์ : อาการเสี่ยง…ลำไส้อักเสบ จริงหรือ?,https://tna.mcot.net/tna-391622,20/02/2563 14:11
ชัวร์ก่อนแชร์ : คนเป็นต้อลมไม่ควรใส่คอนแทคเลนส์ จริงหรือ?,https://tna.mcot.net/tna-391965,21/02/2563 14:17
ชัวร์ก่อนแชร์ ภัยไซเบอร์ : แอบอ้างแพทย์หลอกขายผลิตภัณฑ์ลดพุง,https://tna.mcot.net/tna-392257,22/02/2563 12:09
ชัวร์ก่อนแชร์ ภัยไซเบอร์ : อย่าตกใจได้อีเมลใบเสร็จที่ไม่ได้ซื้อ,https://tna.mcot.net/tna-392470,23/02/2563 12:31
ชัวร์ก่อนแชร์ ภัยไซเบอร์ : ทุกคนมีเซลล์มะเร็ง และอาหาร 8 อย่าง มะเร็งสงบ จริงหรื,https://tna.mcot.net/tna-392866,24/02/2563 15:07
